City,Date,Month,Predicted Temperature (°C),Predicted Units Consumed (kWh)
Dewas,2025-05-09,May,38.03,610.72
Dewas,2025-05-10,May,34.95,642.31
Dewas,2025-05-11,May,34.62,714.03
Dewas,2025-05-12,May,35.03,608.89
Dewas,2025-05-13,May,41.19,638.49
Dewas,2025-05-14,May,38.41,633.94
Dewas,2025-05-15,May,38.94,712.58
Dewas,2025-05-16,May,43.09,636.94
Dewas,2025-05-17,May,40.17,612.09
Dewas,2025-05-18,May,35.78,639.61
Dewas,2025-05-19,May,42.86,609.87
Dewas,2025-05-20,May,41.99,573.87
Dewas,2025-05-21,May,38.79,589.6
Dewas,2025-05-22,May,37.68,716.37
Dewas,2025-05-23,May,40.98,726.76
Dewas,2025-05-24,May,40.02,717.62
Dewas,2025-05-25,May,40.98,566.67
Dewas,2025-05-26,May,35.43,644.52
Dewas,2025-05-27,May,42.27,621.49
Dewas,2025-05-28,May,43.88,724.89
Dewas,2025-05-29,May,40.75,739.35
Dewas,2025-05-30,May,35.28,567.29
Dewas,2025-05-31,May,35.21,645.66
Dewas,2025-06-01,June,40.82,605.98
Dewas,2025-06-02,June,38.26,625.77
Dewas,2025-06-03,June,39.5,671.8
Dewas,2025-06-04,June,37.81,553.31
Dewas,2025-06-05,June,34.26,689.28
Dewas,2025-06-06,June,34.2,558.03
Dewas,2025-06-07,June,39.36,554.22
Dewas,2025-06-08,June,34.28,635.72
Dewas,2025-06-09,June,38.08,600.6
Dewas,2025-06-10,June,39.2,614.67
Dewas,2025-06-11,June,39.36,594.3
Dewas,2025-06-12,June,43.85,609.39
Dewas,2025-06-13,June,42.43,691.71
Dewas,2025-06-14,June,36.41,632.28
Dewas,2025-06-15,June,43.44,565.73
Dewas,2025-06-16,June,40.13,598.78
Dewas,2025-06-17,June,34.33,716.09
Dewas,2025-06-18,June,36.58,630.73
Dewas,2025-06-19,June,34.14,567.41
Dewas,2025-06-20,June,34.78,739.48
Dewas,2025-06-21,June,35.35,717.44
Dewas,2025-06-22,June,38.8,722.05
Dewas,2025-06-23,June,36.43,674.38
Dewas,2025-06-24,June,40.89,733.06
Dewas,2025-06-25,June,40.24,667.66
Dewas,2025-06-26,June,37.54,610.04
Dewas,2025-06-27,June,40.95,749.82
Dewas,2025-06-28,June,37.52,638.58
Dewas,2025-06-29,June,39.17,680.58
Dewas,2025-06-30,June,43.62,609.07
Dewas,2025-07-01,July,35.47,617.74
Dewas,2025-07-02,July,40.81,576.25
Dewas,2025-07-03,July,38.41,560.02
Dewas,2025-07-04,July,38.52,626.87
Dewas,2025-07-05,July,35.43,710.26
Dewas,2025-07-06,July,35.64,707.81
Dewas,2025-07-07,July,36.22,740.01
Dewas,2025-07-08,July,39.57,683.17
Dewas,2025-07-09,July,34.45,597.82
Dewas,2025-07-10,July,35.76,659.65
Dewas,2025-07-11,July,36.31,672.34
Dewas,2025-07-12,July,35.94,730.95
Dewas,2025-07-13,July,42.99,625.46
Dewas,2025-07-14,July,37.49,637.9
Dewas,2025-07-15,July,37.85,611.41
Dewas,2025-07-16,July,41.37,707.0
Dewas,2025-07-17,July,34.4,561.41
Dewas,2025-07-18,July,41.9,680.9
Dewas,2025-07-19,July,38.39,603.34
Dewas,2025-07-20,July,41.06,691.61
Dewas,2025-07-21,July,34.63,575.17
Dewas,2025-07-22,July,37.88,637.85
Dewas,2025-07-23,July,42.29,744.62
Dewas,2025-07-24,July,35.59,605.15
Dewas,2025-07-25,July,37.25,696.17
Dewas,2025-07-26,July,36.69,602.1
Dewas,2025-07-27,July,36.6,615.97
Dewas,2025-07-28,July,39.19,706.66
Dewas,2025-07-29,July,41.72,671.99
Dewas,2025-07-30,July,39.4,561.95
Dewas,2025-07-31,July,36.23,623.41
Dewas,2025-08-01,August,29.4,566.18
Dewas,2025-08-02,August,30.04,494.99
Dewas,2025-08-03,August,34.12,569.53
Dewas,2025-08-04,August,31.84,492.73
Dewas,2025-08-05,August,31.51,552.16
Dewas,2025-08-06,August,31.88,468.54
Dewas,2025-08-07,August,29.83,519.95
Dewas,2025-08-08,August,30.46,568.77
Dewas,2025-08-09,August,34.96,504.17
Dewas,2025-08-10,August,30.43,508.22
Dewas,2025-08-11,August,29.82,450.45
Dewas,2025-08-12,August,28.93,490.84
Dewas,2025-08-13,August,34.55,550.83
Dewas,2025-08-14,August,28.71,494.44
Dewas,2025-08-15,August,30.64,490.36
Dewas,2025-08-16,August,31.15,554.7
Dewas,2025-08-17,August,33.46,571.33
Dewas,2025-08-18,August,32.36,537.0
Dewas,2025-08-19,August,29.64,511.09
Dewas,2025-08-20,August,30.12,541.07
Dewas,2025-08-21,August,30.61,480.98
Dewas,2025-08-22,August,29.9,490.49
Dewas,2025-08-23,August,33.16,580.7
Dewas,2025-08-24,August,30.09,506.61
Dewas,2025-08-25,August,34.09,453.35
Dewas,2025-08-26,August,29.09,487.86
Dewas,2025-08-27,August,30.37,518.47
Dewas,2025-08-28,August,33.56,533.88
Dewas,2025-08-29,August,31.59,535.07
Dewas,2025-08-30,August,28.91,573.76
Dewas,2025-08-31,August,30.8,587.38
Dewas,2025-09-01,September,30.69,472.3
Dewas,2025-09-02,September,29.52,526.08
Dewas,2025-09-03,September,33.75,456.12
Dewas,2025-09-04,September,31.02,548.7
Dewas,2025-09-05,September,29.87,516.44
Dewas,2025-09-06,September,31.8,508.31
Dewas,2025-09-07,September,34.69,526.54
Dewas,2025-09-08,September,32.29,494.71
Dewas,2025-09-09,September,34.41,476.97
Dewas,2025-09-10,September,34.21,511.06
Dewas,2025-09-11,September,29.28,465.76
Dewas,2025-09-12,September,28.18,493.33
Dewas,2025-09-13,September,34.92,563.34
Dewas,2025-09-14,September,34.23,592.12
Dewas,2025-09-15,September,28.88,534.76
Dewas,2025-09-16,September,29.49,537.8
Dewas,2025-09-17,September,29.02,522.99
Dewas,2025-09-18,September,33.03,535.46
Dewas,2025-09-19,September,30.71,503.13
Dewas,2025-09-20,September,33.79,503.49
Dewas,2025-09-21,September,31.72,570.48
Dewas,2025-09-22,September,30.47,511.96
Dewas,2025-09-23,September,28.44,549.6
Dewas,2025-09-24,September,34.69,535.55
Dewas,2025-09-25,September,29.85,502.26
Dewas,2025-09-26,September,32.9,592.66
Dewas,2025-09-27,September,28.85,538.32
Dewas,2025-09-28,September,32.8,494.99
Dewas,2025-09-29,September,33.01,597.3
Dewas,2025-09-30,September,28.08,544.05
Dewas,2025-10-01,October,25.43,476.49
Dewas,2025-10-02,October,27.91,350.9
Dewas,2025-10-03,October,21.35,455.85
Dewas,2025-10-04,October,27.37,390.37
Dewas,2025-10-05,October,22.25,436.26
Dewas,2025-10-06,October,24.6,419.62
Dewas,2025-10-07,October,24.5,376.24
Dewas,2025-10-08,October,20.8,478.25
Dewas,2025-10-09,October,24.4,481.27
Dewas,2025-10-10,October,22.92,483.0
Dewas,2025-10-11,October,26.64,447.47
Dewas,2025-10-12,October,26.3,451.14
Dewas,2025-10-13,October,26.95,480.17
Dewas,2025-10-14,October,22.86,465.81
Dewas,2025-10-15,October,20.87,483.04
Dewas,2025-10-16,October,20.45,479.83
Dewas,2025-10-17,October,25.58,377.1
Dewas,2025-10-18,October,21.47,366.24
Dewas,2025-10-19,October,23.92,456.38
Dewas,2025-10-20,October,26.25,413.8
Dewas,2025-10-21,October,21.22,470.74
Dewas,2025-10-22,October,21.13,362.39
Dewas,2025-10-23,October,25.53,360.46
Dewas,2025-10-24,October,25.25,484.32
Dewas,2025-10-25,October,25.12,356.32
Dewas,2025-10-26,October,23.16,452.18
Dewas,2025-10-27,October,23.3,420.62
Dewas,2025-10-28,October,20.48,402.94
Dewas,2025-10-29,October,23.18,425.82
Dewas,2025-10-30,October,23.48,464.43
Dewas,2025-10-31,October,22.64,480.97
Dewas,2025-11-01,November,26.17,420.5
Dewas,2025-11-02,November,20.54,421.91
Dewas,2025-11-03,November,25.96,494.35
Dewas,2025-11-04,November,20.95,448.74
Dewas,2025-11-05,November,21.53,361.24
Dewas,2025-11-06,November,24.34,412.72
Dewas,2025-11-07,November,22.44,454.93
Dewas,2025-11-08,November,26.76,406.71
Dewas,2025-11-09,November,22.01,370.79
Dewas,2025-11-10,November,21.09,402.39
Dewas,2025-11-11,November,27.97,368.61
Dewas,2025-11-12,November,24.3,409.3
Dewas,2025-11-13,November,20.79,436.75
Dewas,2025-11-14,November,20.52,484.99
Dewas,2025-11-15,November,21.38,487.5
Dewas,2025-11-16,November,20.1,431.92
Dewas,2025-11-17,November,25.93,412.29
Dewas,2025-11-18,November,25.33,454.1
Dewas,2025-11-19,November,20.37,439.57
Dewas,2025-11-20,November,20.18,365.53
Dewas,2025-11-21,November,23.48,381.8
Dewas,2025-11-22,November,23.98,473.77
Dewas,2025-11-23,November,23.57,399.09
Dewas,2025-11-24,November,21.83,445.61
Dewas,2025-11-25,November,25.39,474.57
Dewas,2025-11-26,November,21.9,463.96
Dewas,2025-11-27,November,22.94,425.76
Dewas,2025-11-28,November,22.88,445.19
Dewas,2025-11-29,November,24.63,423.6
Dewas,2025-11-30,November,24.75,364.75
Dewas,2025-12-01,December,24.55,416.47
Dewas,2025-12-02,December,20.97,459.64
Dewas,2025-12-03,December,21.61,450.5
Dewas,2025-12-04,December,25.11,355.92
Dewas,2025-12-05,December,27.64,483.36
Dewas,2025-12-06,December,26.46,416.51
Dewas,2025-12-07,December,23.1,416.04
Dewas,2025-12-08,December,22.24,439.08
Dewas,2025-12-09,December,26.44,381.1
Dewas,2025-12-10,December,21.59,452.34
Dewas,2025-12-11,December,23.7,433.49
Dewas,2025-12-12,December,24.23,487.86
Dewas,2025-12-13,December,25.96,434.74
Dewas,2025-12-14,December,21.17,493.12
Dewas,2025-12-15,December,20.08,470.48
Dewas,2025-12-16,December,23.64,352.29
Dewas,2025-12-17,December,24.92,424.43
Dewas,2025-12-18,December,23.34,464.03
Dewas,2025-12-19,December,20.93,483.0
Dewas,2025-12-20,December,21.39,407.16
Dewas,2025-12-21,December,21.74,421.97
Dewas,2025-12-22,December,26.95,365.53
Dewas,2025-12-23,December,23.13,476.46
Dewas,2025-12-24,December,24.6,378.88
Dewas,2025-12-25,December,24.94,463.94
Dewas,2025-12-26,December,27.92,448.59
Dewas,2025-12-27,December,22.43,422.94
Dewas,2025-12-28,December,22.87,429.65
Dewas,2025-12-29,December,25.63,378.86
Dewas,2025-12-30,December,25.89,361.73
Dewas,2025-12-31,December,27.54,436.26
Khargone,2025-01-01,January,20.1,380.89
Khargone,2025-01-02,January,24.36,446.9
Khargone,2025-01-03,January,27.59,390.15
Khargone,2025-01-04,January,21.11,442.89
Khargone,2025-01-05,January,24.7,355.47
Khargone,2025-01-06,January,24.0,482.18
Khargone,2025-01-07,January,24.58,482.54
Khargone,2025-01-08,January,26.02,469.23
Khargone,2025-01-09,January,26.95,364.58
Khargone,2025-01-10,January,21.08,483.18
Khargone,2025-01-11,January,21.83,442.6
Khargone,2025-01-12,January,25.31,428.07
Khargone,2025-01-13,January,25.15,473.34
Khargone,2025-01-14,January,21.14,428.24
Khargone,2025-01-15,January,27.99,398.55
Khargone,2025-01-16,January,23.64,468.8
Khargone,2025-01-17,January,24.27,471.85
Khargone,2025-01-18,January,21.47,385.39
Khargone,2025-01-19,January,25.22,385.27
Khargone,2025-01-20,January,22.96,371.02
Khargone,2025-01-21,January,22.61,412.85
Khargone,2025-01-22,January,22.29,477.71
Khargone,2025-01-23,January,26.98,370.17
Khargone,2025-01-24,January,24.31,382.92
Khargone,2025-01-25,January,25.57,470.24
Khargone,2025-01-26,January,23.27,390.99
Khargone,2025-01-27,January,25.56,375.53
Khargone,2025-01-28,January,24.11,416.41
Khargone,2025-01-29,January,27.25,445.58
Khargone,2025-01-30,January,20.58,369.74
Khargone,2025-01-31,January,25.53,458.04
Khargone,2025-02-01,February,24.91,402.65
Khargone,2025-02-02,February,26.12,464.77
Khargone,2025-02-03,February,27.32,434.79
Khargone,2025-02-04,February,20.83,356.6
Khargone,2025-02-05,February,27.46,426.61
Khargone,2025-02-06,February,25.57,473.23
Khargone,2025-02-07,February,21.66,369.39
Khargone,2025-02-08,February,25.56,499.44
Khargone,2025-02-09,February,23.15,459.14
Khargone,2025-02-10,February,24.01,438.33
Khargone,2025-02-11,February,21.7,449.76
Khargone,2025-02-12,February,24.38,420.33
Khargone,2025-02-13,February,21.64,440.64
Khargone,2025-02-14,February,23.05,416.38
Khargone,2025-02-15,February,27.27,373.29
Khargone,2025-02-16,February,20.67,489.61
Khargone,2025-02-17,February,27.89,352.38
Khargone,2025-02-18,February,24.71,354.89
Khargone,2025-02-19,February,25.27,352.26
Khargone,2025-02-20,February,24.64,361.54
Khargone,2025-02-21,February,25.33,472.04
Khargone,2025-02-22,February,24.58,370.4
Khargone,2025-02-23,February,22.44,449.51
Khargone,2025-02-24,February,22.04,477.58
Khargone,2025-02-25,February,21.94,365.47
Khargone,2025-02-26,February,26.86,467.23
Khargone,2025-02-27,February,23.54,443.09
Khargone,2025-02-28,February,24.71,416.83
Khargone,2025-03-01,March,34.26,470.72
Khargone,2025-03-02,March,30.45,503.43
Khargone,2025-03-03,March,34.2,512.3
Khargone,2025-03-04,March,34.87,470.75
Khargone,2025-03-05,March,32.65,560.16
Khargone,2025-03-06,March,28.1,463.23
Khargone,2025-03-07,March,30.54,523.18
Khargone,2025-03-08,March,28.9,478.33
Khargone,2025-03-09,March,30.06,596.03
Khargone,2025-03-10,March,30.41,505.19
Khargone,2025-03-11,March,33.29,516.8
Khargone,2025-03-12,March,28.38,555.64
Khargone,2025-03-13,March,29.21,558.01
Khargone,2025-03-14,March,30.99,573.95
Khargone,2025-03-15,March,34.88,516.46
Khargone,2025-03-16,March,33.57,465.78
Khargone,2025-03-17,March,29.7,575.9
Khargone,2025-03-18,March,34.88,451.77
Khargone,2025-03-19,March,33.62,577.52
Khargone,2025-03-20,March,32.94,592.03
Khargone,2025-03-21,March,29.83,565.8
Khargone,2025-03-22,March,33.28,520.88
Khargone,2025-03-23,March,29.11,503.54
Khargone,2025-03-24,March,30.82,523.07
Khargone,2025-03-25,March,31.09,478.97
Khargone,2025-03-26,March,32.83,518.63
Khargone,2025-03-27,March,33.17,541.1
Khargone,2025-03-28,March,30.16,562.81
Khargone,2025-03-29,March,31.44,463.0
Khargone,2025-03-30,March,30.09,528.85
Khargone,2025-03-31,March,29.02,496.42
Khargone,2025-04-01,April,42.57,643.13
Khargone,2025-04-02,April,34.51,687.91
Khargone,2025-04-03,April,35.52,589.04
Khargone,2025-04-04,April,43.78,733.37
Khargone,2025-04-05,April,39.3,670.4
Khargone,2025-04-06,April,42.53,556.21
Khargone,2025-04-07,April,36.21,700.46
Khargone,2025-04-08,April,39.7,711.09
Khargone,2025-04-09,April,39.14,615.73
Khargone,2025-04-10,April,40.97,602.29
Khargone,2025-04-11,April,39.5,551.34
Khargone,2025-04-12,April,41.9,557.13
Khargone,2025-04-13,April,43.96,629.41
Khargone,2025-04-14,April,39.93,682.68
Khargone,2025-04-15,April,43.35,668.08
Khargone,2025-04-16,April,39.23,684.41
Khargone,2025-04-17,April,38.22,603.68
Khargone,2025-04-18,April,34.83,705.13
Khargone,2025-04-19,April,42.57,561.23
Khargone,2025-04-20,April,43.29,650.22
Khargone,2025-04-21,April,41.41,584.07
Khargone,2025-04-22,April,42.2,636.96
Khargone,2025-04-23,April,36.67,687.15
Khargone,2025-04-24,April,43.48,696.36
Khargone,2025-04-25,April,40.2,598.07
Khargone,2025-04-26,April,42.27,743.28
Khargone,2025-04-27,April,39.52,746.38
Khargone,2025-04-28,April,37.07,698.55
Khargone,2025-04-29,April,35.18,692.56
Khargone,2025-04-30,April,35.93,676.97
Khargone,2025-05-01,May,41.66,699.48
Khargone,2025-05-02,May,37.49,723.44
Khargone,2025-05-03,May,35.97,569.94
Khargone,2025-05-04,May,35.6,592.49
Khargone,2025-05-05,May,39.31,709.55
Khargone,2025-05-06,May,41.11,604.52
Khargone,2025-05-07,May,41.98,734.12
Khargone,2025-05-08,May,35.33,711.18
Khargone,2025-05-09,May,40.09,647.37
Khargone,2025-05-10,May,41.76,735.17
Khargone,2025-05-11,May,41.17,664.67
Khargone,2025-05-12,May,41.51,702.68
Khargone,2025-05-13,May,41.29,632.25
Khargone,2025-05-14,May,40.35,594.01
Khargone,2025-05-15,May,42.63,565.43
Khargone,2025-05-16,May,41.73,653.49
Khargone,2025-05-17,May,38.07,555.14
Khargone,2025-05-18,May,36.83,694.66
Khargone,2025-05-19,May,34.72,586.33
Khargone,2025-05-20,May,39.59,600.4
Khargone,2025-05-21,May,34.49,629.99
Khargone,2025-05-22,May,35.7,572.47
Khargone,2025-05-23,May,43.36,677.95
Khargone,2025-05-24,May,43.5,734.15
Khargone,2025-05-25,May,41.64,618.04
Khargone,2025-05-26,May,37.33,674.34
Khargone,2025-05-27,May,38.18,635.08
Khargone,2025-05-28,May,42.94,720.67
Khargone,2025-05-29,May,35.93,639.57
Khargone,2025-05-30,May,36.14,642.66
Khargone,2025-05-31,May,39.23,618.18
Khargone,2025-06-01,June,37.08,580.49
Khargone,2025-06-02,June,43.02,686.12
Khargone,2025-06-03,June,40.29,658.31
Khargone,2025-06-04,June,40.9,652.22
Khargone,2025-06-05,June,37.94,729.88
Khargone,2025-06-06,June,43.16,709.93
Khargone,2025-06-07,June,38.47,682.9
Khargone,2025-06-08,June,42.65,736.54
Khargone,2025-06-09,June,43.29,625.73
Khargone,2025-06-10,June,37.15,722.45
Khargone,2025-06-11,June,43.11,552.97
Khargone,2025-06-12,June,39.5,593.67
Khargone,2025-06-13,June,42.41,589.51
Khargone,2025-06-14,June,36.9,704.12
Khargone,2025-06-15,June,35.37,660.97
Khargone,2025-06-16,June,38.99,647.96
Khargone,2025-06-17,June,41.97,687.04
Khargone,2025-06-18,June,39.8,740.32
Khargone,2025-06-19,June,41.12,603.96
Khargone,2025-06-20,June,37.19,601.01
Khargone,2025-06-21,June,36.0,594.24
Khargone,2025-06-22,June,40.12,588.76
Khargone,2025-06-23,June,43.64,606.67
Khargone,2025-06-24,June,43.82,738.52
Khargone,2025-06-25,June,34.71,609.59
Khargone,2025-06-26,June,34.18,723.92
Khargone,2025-06-27,June,40.26,557.07
Khargone,2025-06-28,June,41.26,703.4
Khargone,2025-06-29,June,40.23,571.41
Khargone,2025-06-30,June,39.49,747.0
Khargone,2025-07-01,July,37.56,704.19
Khargone,2025-07-02,July,40.63,674.11
Khargone,2025-07-03,July,36.78,694.23
Khargone,2025-07-04,July,43.58,717.12
Khargone,2025-07-05,July,42.26,667.01
Khargone,2025-07-06,July,38.51,739.75
Khargone,2025-07-07,July,34.16,561.3
Khargone,2025-07-08,July,40.93,679.1
Khargone,2025-07-09,July,42.01,724.5
Khargone,2025-07-10,July,39.04,618.09
Khargone,2025-07-11,July,35.85,558.32
Khargone,2025-07-12,July,34.57,619.32
Khargone,2025-07-13,July,38.76,667.32
Khargone,2025-07-14,July,37.9,673.89
Khargone,2025-07-15,July,37.7,560.97
Khargone,2025-07-16,July,35.16,730.86
Khargone,2025-07-17,July,35.53,724.98
Khargone,2025-07-18,July,34.91,580.1
Khargone,2025-07-19,July,43.76,738.16
Khargone,2025-07-20,July,39.89,584.53
Khargone,2025-07-21,July,38.99,666.1
Khargone,2025-07-22,July,41.22,630.33
Khargone,2025-07-23,July,41.61,711.19
Khargone,2025-07-24,July,43.88,737.2
Khargone,2025-07-25,July,41.38,625.65
Khargone,2025-07-26,July,40.36,560.37
Khargone,2025-07-27,July,42.11,575.02
Khargone,2025-07-28,July,42.41,702.26
Khargone,2025-07-29,July,43.63,579.99
Khargone,2025-07-30,July,42.62,593.74
Khargone,2025-07-31,July,41.47,655.78
Khargone,2025-08-01,August,31.92,464.74
Khargone,2025-08-02,August,28.19,523.26
Khargone,2025-08-03,August,32.37,575.41
Khargone,2025-08-04,August,28.79,536.33
Khargone,2025-08-05,August,34.75,543.79
Khargone,2025-08-06,August,29.73,485.9
Khargone,2025-08-07,August,31.0,532.46
Khargone,2025-08-08,August,33.61,539.59
Khargone,2025-08-09,August,32.35,559.48
Khargone,2025-08-10,August,33.42,591.25
Khargone,2025-08-11,August,32.66,545.63
Khargone,2025-08-12,August,30.74,560.78
Khargone,2025-08-13,August,33.8,559.19
Khargone,2025-08-14,August,33.76,572.54
Khargone,2025-08-15,August,31.08,562.5
Khargone,2025-08-16,August,33.3,518.1
Khargone,2025-08-17,August,31.52,566.87
Khargone,2025-08-18,August,31.58,465.59
Khargone,2025-08-19,August,29.5,538.86
Khargone,2025-08-20,August,30.83,582.66
Khargone,2025-08-21,August,32.74,507.93
Khargone,2025-08-22,August,32.58,459.93
Khargone,2025-08-23,August,29.98,533.16
Khargone,2025-08-24,August,28.84,497.13
Khargone,2025-08-25,August,29.96,581.31
Khargone,2025-08-26,August,28.17,479.2
Khargone,2025-08-27,August,31.11,543.57
Khargone,2025-08-28,August,33.81,566.82
Khargone,2025-08-29,August,29.31,493.07
Khargone,2025-08-30,August,31.65,500.98
Khargone,2025-08-31,August,31.23,514.06
Khargone,2025-09-01,September,34.18,592.28
Khargone,2025-09-02,September,33.76,465.18
Khargone,2025-09-03,September,34.78,469.13
Khargone,2025-09-04,September,29.92,465.49
Khargone,2025-09-05,September,29.45,453.13
Khargone,2025-09-06,September,33.83,505.58
Khargone,2025-09-07,September,33.7,597.44
Khargone,2025-09-08,September,29.49,480.37
Khargone,2025-09-09,September,34.37,540.65
Khargone,2025-09-10,September,30.06,508.73
Khargone,2025-09-11,September,33.07,503.94
Khargone,2025-09-12,September,31.45,550.21
Khargone,2025-09-13,September,28.29,542.57
Khargone,2025-09-14,September,33.72,586.71
Khargone,2025-09-15,September,31.39,483.41
Khargone,2025-09-16,September,34.74,503.06
Khargone,2025-09-17,September,31.31,463.62
Khargone,2025-09-18,September,29.52,551.76
Khargone,2025-09-19,September,30.54,502.65
Khargone,2025-09-20,September,28.79,453.95
Khargone,2025-09-21,September,29.76,504.96
Khargone,2025-09-22,September,32.08,451.63
Khargone,2025-09-23,September,33.09,598.95
Khargone,2025-09-24,September,33.81,584.85
Khargone,2025-09-25,September,34.71,569.36
Khargone,2025-09-26,September,30.54,477.43
Khargone,2025-09-27,September,32.51,488.79
Khargone,2025-09-28,September,32.42,542.02
Khargone,2025-09-29,September,33.03,578.21
Khargone,2025-09-30,September,28.89,519.41
Khargone,2025-10-01,October,21.65,463.04
Khargone,2025-10-02,October,25.08,396.19
Khargone,2025-10-03,October,26.14,404.14
Khargone,2025-10-04,October,25.17,467.6
Khargone,2025-10-05,October,25.54,409.18
Khargone,2025-10-06,October,22.33,418.11
Khargone,2025-10-07,October,26.2,380.58
Khargone,2025-10-08,October,26.47,353.59
Khargone,2025-10-09,October,26.44,471.74
Khargone,2025-10-10,October,24.15,389.41
Khargone,2025-10-11,October,22.42,481.38
Khargone,2025-10-12,October,22.22,488.12
Khargone,2025-10-13,October,25.22,363.62
Khargone,2025-10-14,October,27.22,472.33
Khargone,2025-10-15,October,24.97,481.7
Khargone,2025-10-16,October,21.46,488.78
Khargone,2025-10-17,October,26.07,464.83
Khargone,2025-10-18,October,21.25,430.08
Khargone,2025-10-19,October,22.15,377.41
Khargone,2025-10-20,October,21.48,365.1
Khargone,2025-10-21,October,27.87,431.04
Khargone,2025-10-22,October,21.86,434.55
Khargone,2025-10-23,October,23.79,466.5
Khargone,2025-10-24,October,25.94,409.35
Khargone,2025-10-25,October,24.09,373.44
Khargone,2025-10-26,October,21.22,423.92
Khargone,2025-10-27,October,22.79,467.51
Khargone,2025-10-28,October,26.42,444.99
Khargone,2025-10-29,October,21.91,416.57
Khargone,2025-10-30,October,21.22,423.84
Khargone,2025-10-31,October,26.71,367.45
Khargone,2025-11-01,November,23.57,493.6
Khargone,2025-11-02,November,26.8,398.67
Khargone,2025-11-03,November,26.93,376.53
Khargone,2025-11-04,November,23.07,421.72
Khargone,2025-11-05,November,26.23,444.64
Khargone,2025-11-06,November,24.3,389.46
Khargone,2025-11-07,November,26.42,491.32
Khargone,2025-11-08,November,26.72,359.65
Khargone,2025-11-09,November,24.66,415.26
Khargone,2025-11-10,November,20.81,499.35
Khargone,2025-11-11,November,24.49,470.2
Khargone,2025-11-12,November,25.85,447.63
Khargone,2025-11-13,November,26.58,390.85
Khargone,2025-11-14,November,21.43,363.08
